genes,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_symbols
ENSDARG00000079131,350.1668768,-0.796103256,0.155289167,-5.126585917,2.95e-07,4.18e-06,si:dkeyp-118b1.2
ENSDARG00000061363,35.35389967,-2.304491213,0.449551523,-5.126200437,2.96e-07,4.18e-06,GFOD1
ENSDARG00000102503,105.7590817,-1.221321423,0.238316027,-5.124797691,2.98e-07,4.21e-06,slc9a3r1b
ENSDARG00000091235,11.57274763,6.988021278,1.363898075,5.123565614,3e-07,4.24e-06,CABZ01015525.1
ENSDARG00000075834,171.2345832,1.098512527,0.214437103,5.122772655,3.01e-07,4.25e-06,si:dkey-182i3.8
ENSDARG00000013144,2406.485365,-0.545466573,0.106536058,-5.120018348,3.06e-07,4.31e-06,atp1b1a
ENSDARG00000094210,91.52498501,-1.590460794,0.310730208,-5.118462104,3.08e-07,4.34e-06,zgc:109934
ENSDARG00000005891,641.3085559,0.621793328,0.12149315,5.117929092,3.09e-07,4.35e-06,cyb5r3
ENSDARG00000071424,395.3620503,0.76136428,0.14877179,5.117665662,3.09e-07,4.36e-06,ap3d1
ENSDARG00000071062,337.0017701,0.846862017,0.165557797,5.115204683,3.13e-07,4.41e-06,hps5
ENSDARG00000054849,2797.927157,0.437953635,0.085616843,5.115274308,3.13e-07,4.41e-06,bcat2
ENSDARG00000075057,154.7092947,1.036037968,0.202612692,5.113391256,3.16e-07,4.45e-06,si:dkeyp-33b5.4
ENSDARG00000070625,89.22228231,-1.485713575,0.290578693,-5.112947402,3.17e-07,4.45e-06,enpp5
ENSDARG00000098852,584.4161824,0.67760208,0.132540445,5.112417413,3.18e-07,4.46e-06,smdt1b
ENSDARG00000092947,29719.53274,0.707859691,0.138541363,5.109374386,3.23e-07,4.53e-06,cyt1
ENSDARG00000005783,43.44201657,-2.236401045,0.437714054,-5.109274025,3.23e-07,4.53e-06,ncanb
ENSDARG00000055009,467.6025403,-1.149003354,0.224922323,-5.108445173,3.25e-07,4.55e-06,col4a1
ENSDARG00000019949,13999.60399,-3.499671417,0.68517548,-5.1077009,3.26e-07,4.56e-06,serpinh1b
ENSDARG00000069543,142.150446,1.090165771,0.213451532,5.107322315,3.27e-07,4.57e-06,galt
ENSDARG00000063416,1643.361409,0.590505612,0.115672499,5.104978428,3.31e-07,4.62e-06,ptprk
ENSDARG00000094243,103.1074303,-1.278908794,0.250537348,-5.104663256,3.31e-07,4.63e-06,shda
ENSDARG00000054290,1946.896649,-0.493735321,0.09673665,-5.103911686,3.33e-07,4.64e-06,acin1a
ENSDARG00000032324,541.0125321,0.778241831,0.152498236,5.10328414,3.34e-07,4.66e-06,epb41l5
ENSDARG00000005648,163.3019475,1.083102882,0.212268174,5.102521304,3.35e-07,4.67e-06,olfml2a
ENSDARG00000054003,40.9681968,-2.133180104,0.418171206,-5.101212311,3.37e-07,4.7e-06,rargb
ENSDARG00000033537,356.9107335,-1.108450388,0.217410183,-5.098429022,3.42e-07,4.77e-06,p4ha1a
ENSDARG00000039173,5967.993892,-0.680108285,0.133442578,-5.096636285,3.46e-07,4.81e-06,ctslb
ENSDARG00000007671,156.039042,1.00565431,0.197358578,5.095569303,3.48e-07,4.84e-06,ghrb
ENSDARG00000006074,200.9995128,1.018912857,0.199987856,5.094873656,3.49e-07,4.85e-06,uck2a
ENSDARG00000063594,25.44422117,-3.009557483,0.59073581,-5.094591243,3.49e-07,4.85e-06,hipk1a
ENSDARG00000111716,73.03265717,-1.575159774,0.309234093,-5.093745511,3.51e-07,4.87e-06,si:ch211-162i8.5
ENSDARG00000104825,114.8517819,-1.398915915,0.274774647,-5.091138983,3.56e-07,4.94e-06,trim35-7
ENSDARG00000017365,36.36216657,-2.25925743,0.443786063,-5.090870617,3.56e-07,4.94e-06,slc23a2
ENSDARG00000059075,950.4039252,0.53490963,0.105080922,5.090454303,3.57e-07,4.94e-06,nip7
ENSDARG00000044135,300.1126779,-0.756289744,0.148569693,-5.090471191,3.57e-07,4.94e-06,cenpp
ENSDARG00000042683,17.85481039,4.088245179,0.803162884,5.090181904,3.58e-07,4.95e-06,si:dkey-15j16.3
ENSDARG00000061560,71.05688458,-1.557168109,0.306053661,-5.087892445,3.62e-07,5.01e-06,stim1b
ENSDARG00000075525,41.14035666,-1.885574379,0.370627434,-5.087519724,3.63e-07,5.01e-06,cln8
ENSDARG00000102884,25.94038384,-2.694077677,0.529539278,-5.087587999,3.63e-07,5.01e-06,si:ch211-145h19.5
ENSDARG00000113674,31.5622238,-2.366839315,0.465248181,-5.087261835,3.63e-07,5.01e-06,CABZ01058222.1
ENSDARG00000040556,235.5037999,-0.917791155,0.180519489,-5.084166603,3.69e-07,5.09e-06,ift20
ENSDARG00000035751,6085.59023,0.386402029,0.076052536,5.080725086,3.76e-07,5.18e-06,ipo7
ENSDARG00000020465,9407.417786,0.613548658,0.120851133,5.0768962,3.84e-07,5.28e-06,ewsr1b
ENSDARG00000104727,29.89819358,-2.574262001,0.507319219,-5.074244983,3.89e-07,5.35e-06,ino80da
ENSDARG00000044847,195.5585426,1.041289318,0.20522145,5.073978966,3.9e-07,5.36e-06,zgc:171599
ENSDARG00000111788,10.74729012,6.881243421,1.356489869,5.072830679,3.92e-07,5.39e-06,BX511067.1
ENSDARG00000027109,1004.16257,0.695673731,0.137161693,5.071924344,3.94e-07,5.41e-06,zfr
ENSDARG00000074597,12.55322083,-7.104282195,1.401068454,-5.070617482,3.97e-07,5.44e-06,lzts2a
ENSDARG00000031776,3630.608804,-0.654216757,0.129049727,-5.069493553,3.99e-07,5.47e-06,zgc:92066
ENSDARG00000008832,764.349949,-0.560589816,0.110591551,-5.069011257,4e-07,5.48e-06,neu1
ENSDARG00000062785,400.3197666,-2.57480471,0.507949401,-5.069018106,4e-07,5.48e-06,adpgk2
ENSDARG00000034862,56.67097172,-1.646095066,0.32489942,-5.066475858,4.05e-07,5.55e-06,f7
ENSDARG00000059351,106.9070505,-1.180027404,0.233037598,-5.063678192,4.11e-07,5.63e-06,hnrnpa3
ENSDARG00000008976,2943.915813,-0.485826959,0.095993559,-5.061037082,4.17e-07,5.7e-06,mdn1
ENSDARG00000095224,79.0067463,1.726829185,0.341440506,5.057481913,4.25e-07,5.81e-06,camkmt
ENSDARG00000097620,343.6382112,0.826352413,0.163408679,5.056967712,4.26e-07,5.82e-06,si:ch211-210b2.1
ENSDARG00000075158,237.6276758,-0.840650275,0.166239303,-5.056868393,4.26e-07,5.82e-06,igdcc3
ENSDARG00000015922,225.6170098,0.828454265,0.16388344,5.055143243,4.3e-07,5.87e-06,stk17al
ENSDARG00000037905,90.72169833,-1.370974211,0.271438318,-5.050776258,4.4e-07,6e-06,cacna1aa
ENSDARG00000015236,170.424221,1.126559535,0.223108875,5.049371227,4.43e-07,6.04e-06,pycr3
ENSDARG00000075706,33.87756078,-2.279264176,0.451662301,-5.046390127,4.5e-07,6.13e-06,si:ch211-106h4.9
ENSDARG00000034195,4889.16923,-0.399621873,0.079225133,-5.044130059,4.56e-07,6.2e-06,top2b
ENSDARG00000074143,368.3240086,-0.972697905,0.192879842,-5.043025219,4.58e-07,6.23e-06,myo10l3
ENSDARG00000101534,73.35974789,-1.415281834,0.280680567,-5.04232213,4.6e-07,6.25e-06,rab3db
ENSDARG00000039652,236.3473449,0.892154325,0.177014155,5.040016843,4.65e-07,6.32e-06,si:dkey-235d18.5
ENSDARG00000031095,10.56943004,-6.856166212,1.360964309,-5.037726681,4.71e-07,6.39e-06,veph1
ENSDARG00000029406,193.232801,1.134637223,0.22523816,5.03749997,4.72e-07,6.4e-06,h2afx
ENSDARG00000102433,181.283433,-1.056559343,0.209767946,-5.036800717,4.73e-07,6.42e-06,sytl4
ENSDARG00000056780,38.99000046,-2.206372047,0.438093824,-5.036300282,4.75e-07,6.43e-06,ssh1a
ENSDARG00000069476,226.2369854,-0.939320388,0.186598773,-5.033904408,4.81e-07,6.51e-06,spint2
ENSDARG00000038290,1688.643085,0.44255484,0.087946023,5.032118868,4.85e-07,6.56e-06,thoc5
ENSDARG00000104484,1298.446074,-0.524292818,0.10419253,-5.031961703,4.85e-07,6.56e-06,itgb1b
ENSDARG00000036359,1302.877573,0.47648606,0.094694788,5.031808738,4.86e-07,6.57e-06,riox2
ENSDARG00000099974,395.1772878,0.786433444,0.156330468,5.030583316,4.89e-07,6.6e-06,ldb3b
ENSDARG00000034189,1441.779938,-0.469450947,0.093321079,-5.030492032,4.89e-07,6.6e-06,oxsr1a
ENSDARG00000101082,6772.072555,0.375877826,0.074738811,5.029218676,4.92e-07,6.64e-06,eif3s6ip
ENSDARG00000001431,2215.840476,0.539661821,0.107347651,5.027234548,4.98e-07,6.71e-06,actn3b
ENSDARG00000000229,575.4174953,-0.756702377,0.150533556,-5.02680198,4.99e-07,6.72e-06,usp49
ENSDARG00000053950,337.1915525,0.719919824,0.143227872,5.026394734,5e-07,6.73e-06,lin37
ENSDARG00000015947,1438.623164,-0.577076029,0.114908401,-5.022052554,5.11e-07,6.88e-06,matn4
ENSDARG00000045524,118.459287,-1.328996703,0.264744333,-5.019925022,5.17e-07,6.95e-06,lamb1b
ENSDARG00000092949,18.51653675,3.517232199,0.700783675,5.018998481,5.19e-07,6.98e-06,si:ch73-366i20.1
ENSDARG00000094501,10.56886898,-6.856097244,1.36630587,-5.017981254,5.22e-07,7.01e-06,BX323457.2
ENSDARG00000061946,275.199915,0.79154209,0.157816776,5.01557637,5.29e-07,7.09e-06,commd4
ENSDARG00000060103,56.33510125,-2.408748695,0.480244026,-5.015676538,5.28e-07,7.09e-06,cpeb3
ENSDARG00000079760,36.35491099,-2.082516297,0.415457069,-5.012590831,5.37e-07,7.2e-06,zgc:112998
ENSDARG00000096556,16.185852,-4.55314389,0.908676262,-5.010743739,5.42e-07,7.26e-06,si:dkey-19f4.2
ENSDARG00000058352,81.65949981,1.353811529,0.27022065,5.010022473,5.44e-07,7.28e-06,acot9.1
ENSDARG00000036587,84.12046245,-1.618359595,0.323022094,-5.010058526,5.44e-07,7.28e-06,cbr1
ENSDARG00000071395,1962.518,0.427007047,0.085243271,5.00927573,5.46e-07,7.3e-06,camk2g1
ENSDARG00000075027,10.23960348,-6.810422188,1.359771275,-5.008505706,5.49e-07,7.33e-06,fgfr1bl
ENSDARG00000104500,175.480719,-1.494679361,0.298441379,-5.0082846,5.49e-07,7.33e-06,fyco1a
ENSDARG00000068397,441.1307588,0.833365618,0.166502086,5.005136189,5.58e-07,7.45e-06,tns2b
ENSDARG00000077098,49.24068311,-1.812485206,0.362163168,-5.004609431,5.6e-07,7.46e-06,trim65
ENSDARG00000071449,52.3747568,-2.097608135,0.419277685,-5.002909074,5.65e-07,7.53e-06,fam234a
ENSDARG00000030408,10991.62176,0.373533317,0.074687815,5.001261802,5.7e-07,7.59e-06,rps26l
ENSDARG00000059067,26.43638445,-2.648079094,0.529667698,-4.999510266,5.75e-07,7.65e-06,jupb
ENSDARG00000079716,1613.260175,0.520791143,0.104197448,4.998118042,5.79e-07,7.7e-06,sin3aa
ENSDARG00000062765,590.6633515,-2.196068374,0.439380194,-4.998105066,5.79e-07,7.7e-06,nsd3
ENSDARG00000041550,34.03863259,-2.287453556,0.458046525,-4.993932779,5.92e-07,7.86e-06,pimr138
ENSDARG00000074675,741.7667746,0.585087327,0.11717081,4.993456364,5.93e-07,7.87e-06,pan2
ENSDARG00000077383,1403.950243,0.564498757,0.11307457,4.992269746,5.97e-07,7.92e-06,anxa11a
ENSDARG00000096632,45.29225414,1.835903031,0.368110653,4.987367296,6.12e-07,8.12e-06,CR382370.2
ENSDARG00000061654,227.5985728,0.839016587,0.168249207,4.986749143,6.14e-07,8.14e-06,wwc3
ENSDARG00000038559,3596.255244,0.814832639,0.16341227,4.986361432,6.15e-07,8.15e-06,h1f0
ENSDARG00000044625,613.690637,0.658000952,0.131974715,4.985810727,6.17e-07,8.17e-06,pcf11
ENSDARG00000093671,168.6111109,1.05208847,0.211080386,4.984302375,6.22e-07,8.22e-06,BX001030.2
ENSDARG00000002872,273.5001813,-0.877709303,0.176095365,-4.984283961,6.22e-07,8.22e-06,zgc:113210
ENSDARG00000032037,205.4570062,0.868944798,0.174459154,4.980792241,6.33e-07,8.37e-06,bet1l
ENSDARG00000101089,6015.781282,0.526133886,0.105679178,4.978595541,6.4e-07,8.46e-06,gart
ENSDARG00000011190,646.7355824,0.614133832,0.123365644,4.978159325,6.42e-07,8.47e-06,fgfr1b
ENSDARG00000052690,599.5835832,-0.728391059,0.146384182,-4.975886388,6.49e-07,8.57e-06,arrdc3a
ENSDARG00000100366,672.705288,0.547722723,0.110117519,4.973983507,6.56e-07,8.64e-06,si:dkey-102m7.3
ENSDARG00000060865,29.24870433,-2.603085402,0.523387737,-4.973531509,6.57e-07,8.66e-06,scai
ENSDARG00000075083,723.260764,-0.694165075,0.139608177,-4.972237932,6.62e-07,8.71e-06,prkdc
ENSDARG00000114825,142.9195522,-1.446832603,0.29106609,-4.970804416,6.67e-07,8.77e-06,CABZ01077124.1
ENSDARG00000057245,95.70122563,1.30397027,0.262439872,4.968643897,6.74e-07,8.86e-06,im:7138535
ENSDARG00000060257,537.3361844,0.603453433,0.121476382,4.967660589,6.78e-07,8.9e-06,zranb1a
ENSDARG00000061862,2828.822577,-0.564939491,0.113724277,-4.967624375,6.78e-07,8.9e-06,myo18ab
ENSDARG00000060113,1414.760383,0.596746444,0.120152223,4.966586802,6.81e-07,8.94e-06,znf395a
ENSDARG00000091185,18.0208721,3.866061028,0.778552709,4.965702367,6.85e-07,8.98e-06,FP017295.1
ENSDARG00000061691,591.6105682,0.756983825,0.15247547,4.964626938,6.88e-07,9.02e-06,qpctla
ENSDARG00000014480,304.6049218,1.020305457,0.205575698,4.963161816,6.94e-07,9.09e-06,nr6a1b
ENSDARG00000006754,995.6600223,0.530018919,0.106908325,4.957695472,7.13e-07,9.34e-06,mllt3
ENSDARG00000021480,43.31323521,1.946333355,0.392700043,4.956285051,7.19e-07,9.4e-06,olfml2bb
ENSDARG00000045888,387.7695219,0.68510758,0.138238408,4.955985763,7.2e-07,9.41e-06,acat1
ENSDARG00000044695,182.7565123,-0.915464145,0.184805676,-4.953658166,7.28e-07,9.52e-06,ccdc80l2
ENSDARG00000021979,17.85465649,5.72892536,1.156891469,4.951998966,7.35e-07,9.59e-06,mical3a
ENSDARG00000011740,4838.204806,0.392734125,0.079313101,4.951692952,7.36e-07,9.6e-06,u2af2b
ENSDARG00000035054,264.4800202,0.913825169,0.184566785,4.95118972,7.38e-07,9.62e-06,pdcd10a
ENSDARG00000038786,209.5362468,-0.961528313,0.194214558,-4.950856016,7.39e-07,9.63e-06,smarcd3a
ENSDARG00000043309,61.13291124,-1.700465473,0.343598731,-4.94898647,7.46e-07,9.72e-06,obscna
ENSDARG00000075264,49.75595725,2.037535624,0.411868214,4.947057222,7.53e-07,9.81e-06,FAM124A
ENSDARG00000035133,214.1672727,-0.831670275,0.168148197,-4.946055261,7.57e-07,9.85e-06,pho
ENSDARG00000103607,287.2195787,-0.926150849,0.187295994,-4.944851352,7.62e-07,9.91e-06,wtip
ENSDARG00000017155,59.81777633,-1.531277045,0.30972992,-4.943910638,7.66e-07,9.95e-06,wnt10a
ENSDARG00000041080,18.01863134,3.659540347,0.740253088,4.943634018,7.67e-07,9.96e-06,thap3
ENSDARG00000003449,32.54638053,-2.365062013,0.478720043,-4.940386452,7.8e-07,1.01e-05,pde10a
ENSDARG00000069356,1700.863519,0.527626175,0.106886599,4.936317371,7.96e-07,1.03e-05,adgrl2a
ENSDARG00000045316,176.5207101,-1.22433699,0.24813445,-4.93416771,8.05e-07,1.04e-05,map7d2b
ENSDARG00000077559,271.8928689,0.897213417,0.181848444,4.933852581,8.06e-07,1.04e-05,LO017815.1
ENSDARG00000092407,68.58501078,-1.47043882,0.298091548,-4.932843043,8.1e-07,1.05e-05,zmp:0000001316
ENSDARG00000095298,17.01751637,-5.657200227,1.14686318,-4.932759483,8.11e-07,1.05e-05,ftr73
ENSDARG00000043313,1169.612082,-0.613694875,0.124446212,-4.931406632,8.16e-07,1.06e-05,ank2b
ENSDARG00000039268,35.69662602,-2.227013916,0.451665153,-4.93067464,8.19e-07,1.06e-05,emc4
ENSDARG00000012499,663.2099581,2.450580675,0.497093033,4.929823019,8.23e-07,1.06e-05,per1b
ENSDARG00000041252,9.580981653,-6.714468231,1.362110744,-4.929458385,8.25e-07,1.06e-05,gemin4
ENSDARG00000017220,190.8548808,-1.136056936,0.230559265,-4.9273966,8.33e-07,1.08e-05,otud7b
ENSDARG00000005926,2530.27545,0.395734476,0.080323376,4.92676598,8.36e-07,1.08e-05,ak2
ENSDARG00000102055,1071.191359,0.51170327,0.103913964,4.924297489,8.47e-07,1.09e-05,hadhb
ENSDARG00000014569,2895.925915,0.467620136,0.094960876,4.924345211,8.46e-07,1.09e-05,hnrnpr
ENSDARG00000044073,120.0112244,1.559487021,0.316762003,4.923213668,8.51e-07,1.1e-05,fuca2
ENSDARG00000043046,738.6543007,0.554611898,0.112661787,4.922804,8.53e-07,1.1e-05,fbxl5
ENSDARG00000012790,1436.463086,0.537400708,0.109163975,4.922875974,8.53e-07,1.1e-05,tmem161a
ENSDARG00000098867,193.0360149,-0.978812974,0.198819759,-4.923117192,8.52e-07,1.1e-05,PRDM15
ENSDARG00000078593,59.15209609,-1.726993899,0.350824424,-4.922672945,8.54e-07,1.1e-05,vwa8
ENSDARG00000039423,26.10733434,-2.552311771,0.518479344,-4.922687471,8.54e-07,1.1e-05,AL831745.1
ENSDARG00000005867,1651.651098,0.47507779,0.096519883,4.922071755,8.56e-07,1.1e-05,gon4l
ENSDARG00000091059,16.02084666,-4.537722892,0.921993568,-4.921642674,8.58e-07,1.1e-05,onecut3b
ENSDARG00000104014,144.0869179,-1.155653908,0.234919188,-4.919367884,8.68e-07,1.11e-05,mark1
ENSDARG00000091726,320.7297975,3.290263291,0.669378493,4.915400368,8.86e-07,1.13e-05,aebp1
ENSDARG00000091618,187.5440906,-1.017925173,0.207090516,-4.915363551,8.86e-07,1.13e-05,cltcl1
ENSDARG00000073845,57.33225917,-1.691082625,0.344135131,-4.914007537,8.92e-07,1.14e-05,zgc:110843
ENSDARG00000099751,15.04558111,6.388894182,1.300905881,4.911111769,9.06e-07,1.16e-05,si:dkey-250k10.4
ENSDARG00000041925,89.42910556,1.265592639,0.257716152,4.910800609,9.07e-07,1.16e-05,cryba2b
ENSDARG00000099600,19.17932967,3.572515523,0.727540852,4.910398524,9.09e-07,1.16e-05,si:dkey-93h22.7
ENSDARG00000016044,378.3413232,0.836876393,0.170439645,4.91010406,9.1e-07,1.16e-05,gins4
ENSDARG00000104227,1182.419283,0.465666138,0.094871668,4.90837938,9.18e-07,1.17e-05,nop10
ENSDARG00000089750,5742.333877,0.566751025,0.115572869,4.903841469,9.4e-07,1.2e-05,si:dkey-26g8.5
ENSDARG00000013117,567.0995675,0.600737678,0.122545814,4.902147665,9.48e-07,1.21e-05,hiat1a
ENSDARG00000096908,9.589537062,6.716810444,1.370823791,4.899835041,9.59e-07,1.22e-05,si:ch73-185c24.2
ENSDARG00000059888,146.5624444,-1.348265532,0.275164199,-4.899858104,9.59e-07,1.22e-05,ago3a
ENSDARG00000017369,674.3298448,0.60537883,0.123604966,4.897690197,9.7e-07,1.23e-05,sema3d
ENSDARG00000076189,117.9859651,-1.165894555,0.238092991,-4.896803339,9.74e-07,1.24e-05,ccdc88b
ENSDARG00000054160,14.70179748,-6.354104121,1.297778499,-4.896139153,9.77e-07,1.24e-05,zgc:113625
ENSDARG00000104071,571.8512515,-0.722774836,0.147696581,-4.893646351,9.9e-07,1.26e-05,hikeshi
ENSDARG00000014969,317.1635728,0.886726995,0.181231519,4.892785751,9.94e-07,1.26e-05,ankhb
ENSDARG00000099564,102.3014114,-1.218200528,0.249036232,-4.891659817,1e-06,1.27e-05,atoh1b
ENSDARG00000030641,17.01215617,-5.656711224,1.15775213,-4.885943265,1.03e-06,1.3e-05,letmd1
ENSDARG00000101423,1843.478464,0.624938619,0.127920057,4.885384154,1.03e-06,1.31e-05,cyp2y3
ENSDARG00000103823,60.80650222,-2.477075682,0.507173167,-4.884082687,1.04e-06,1.31e-05,rbms1b
ENSDARG00000032317,1661.368221,0.48797764,0.099927697,4.883307158,1.04e-06,1.32e-05,tox
ENSDARG00000077368,295.5255023,0.719199051,0.147288977,4.882911583,1.05e-06,1.32e-05,slc30a6
ENSDARG00000010681,421.468043,0.666723544,0.136676069,4.87812935,1.07e-06,1.35e-05,tjap1
ENSDARG00000099923,622.1285837,0.545573477,0.111854245,4.877539293,1.07e-06,1.36e-05,zgc:154054
ENSDARG00000056557,734.2251223,0.773829962,0.15867308,4.87688246,1.08e-06,1.36e-05,copb1
ENSDARG00000075067,18.17494854,-3.487167042,0.71525966,-4.875386152,1.09e-06,1.37e-05,aipl1
ENSDARG00000058820,387.3277595,-0.730444976,0.149843582,-4.874716448,1.09e-06,1.37e-05,bin1b
ENSDARG00000090228,152.6942524,-1.178443612,0.241868183,-4.872255611,1.1e-06,1.39e-05,gsta.1
ENSDARG00000059474,507.6649864,-0.873924697,0.179397706,-4.871437413,1.11e-06,1.39e-05,mlxip
ENSDARG00000069245,18.51960554,-5.183292064,1.06428329,-4.8702184,1.11e-06,1.4e-05,matn3a
ENSDARG00000093749,21.65813359,3.448379843,0.708162112,4.869478026,1.12e-06,1.41e-05,FP102171.1
ENSDARG00000045092,390.576457,0.959269913,0.197003462,4.869304844,1.12e-06,1.41e-05,cdk5rap3
ENSDARG00000012215,2308.825402,0.442147682,0.090807004,4.869092262,1.12e-06,1.41e-05,umps
ENSDARG00000089581,62.15864821,2.054541264,0.421995521,4.868632864,1.12e-06,1.41e-05,nhlrc2
ENSDARG00000057912,1461.950935,-0.766892526,0.157515173,-4.868689851,1.12e-06,1.41e-05,eif1axb
ENSDARG00000098071,20.6649653,2.875312702,0.590830501,4.866561047,1.14e-06,1.42e-05,znf1049
ENSDARG00000042990,188.2538097,0.909136184,0.18685696,4.865412475,1.14e-06,1.43e-05,cyp2p10
ENSDARG00000098899,110.0924586,1.200686693,0.246796168,4.865094552,1.14e-06,1.43e-05,zmp:0000001082
ENSDARG00000018846,441.1885684,-0.86932523,0.178770674,-4.862795497,1.16e-06,1.45e-05,dgat2
ENSDARG00000098257,94.52352937,-1.168869194,0.240372851,-4.862733834,1.16e-06,1.45e-05,pcdh15a
ENSDARG00000087529,1151.403056,0.71261822,0.146598212,4.861029403,1.17e-06,1.46e-05,zgc:85936
ENSDARG00000099203,921.8602293,-0.545484031,0.112215424,-4.861043273,1.17e-06,1.46e-05,atp1b2a
ENSDARG00000063295,11014.54151,-0.580922181,0.11950044,-4.861255602,1.17e-06,1.46e-05,myh9a
ENSDARG00000006923,16.51788996,-3.522176921,0.724585619,-4.860953392,1.17e-06,1.46e-05,cacna1ab
ENSDARG00000059601,280.0967187,-0.763572316,0.157095602,-4.860558193,1.17e-06,1.46e-05,map1aa
ENSDARG00000102791,49.24043076,-1.675684193,0.344889738,-4.858608446,1.18e-06,1.47e-05,BX663613.1
ENSDARG00000074502,1680.725739,0.532872394,0.10971275,4.85697781,1.19e-06,1.48e-05,zmiz1a
ENSDARG00000104279,2997.033921,-0.379609362,0.078157796,-4.85696091,1.19e-06,1.48e-05,appa
ENSDARG00000021895,20.98379308,-3.011862793,0.620528629,-4.853704812,1.21e-06,1.51e-05,disc1
ENSDARG00000070743,214.8383855,-0.867750013,0.178810646,-4.852899048,1.22e-06,1.51e-05,tmem45a
ENSDARG00000099538,9.5887604,6.716708423,1.384547578,4.851193654,1.23e-06,1.52e-05,si:ch211-188p14.3
ENSDARG00000090033,16.19325099,-5.584095295,1.151877472,-4.847820563,1.25e-06,1.55e-05,si:dkey-16p6.1
ENSDARG00000110288,15.70090296,-4.937982708,1.019455838,-4.843743618,1.27e-06,1.58e-05,CT583625.5
ENSDARG00000007975,103.9654118,1.134073795,0.234198406,4.842363425,1.28e-06,1.59e-05,fth1b
ENSDARG00000010434,139.8086963,-1.211639738,0.250268587,-4.841357639,1.29e-06,1.6e-05,clu
ENSDARG00000015901,1823.509909,0.420126235,0.086789669,4.840740165,1.29e-06,1.6e-05,ptbp2b
ENSDARG00000012833,45.10465433,-1.888973436,0.390224559,-4.840734368,1.29e-06,1.6e-05,foxn3
ENSDARG00000100150,77.85085922,1.346853555,0.278245963,4.840514273,1.3e-06,1.6e-05,FQ377903.1
ENSDARG00000042969,2507.698685,-0.404315587,0.083561632,-4.838531498,1.31e-06,1.62e-05,znf1035
ENSDARG00000098655,131.8466186,-1.347316265,0.278596433,-4.836085833,1.32e-06,1.64e-05,CABZ01083944.1
ENSDARG00000096979,15.87231543,5.555711602,1.148859615,4.835848986,1.33e-06,1.64e-05,NPC2
ENSDARG00000058818,346.9248668,0.747355025,0.154546772,4.835785404,1.33e-06,1.64e-05,rbm38
ENSDARG00000041317,1202.555179,0.459416536,0.095010659,4.835421021,1.33e-06,1.64e-05,rangap1a
ENSDARG00000042900,253.4660966,-0.924577435,0.191211389,-4.835368016,1.33e-06,1.64e-05,gtpbp1l
ENSDARG00000097750,24.96471914,2.979546938,0.616291463,4.834639321,1.33e-06,1.64e-05,CR854827.3
ENSDARG00000059323,5402.595011,0.37372971,0.077343167,4.832097303,1.35e-06,1.66e-05,rpn1
ENSDARG00000030765,952.0153113,0.519544183,0.107579922,4.829378689,1.37e-06,1.69e-05,hadh
ENSDARG00000088908,31.22928411,-2.187648748,0.453152132,-4.827625414,1.38e-06,1.7e-05,CU570691.1
